code	lang	name	shortname
HQ3150	en	Habitat quality scheme: Lakes with Stratiotes and Potamogeton	Habitat quality scheme 3150
HQ3160	en	Habitat quality scheme: Dystrophic standing waters	Habitat quality scheme 3160
HQ3260	en	Habitat quality scheme: Water courses with submerse vegetation	Habitat quality scheme 3260
HQ4010	en	Habitat quality scheme: Wet heaths	Habitat quality scheme 4010
HQ4030	en	Habitat quality scheme: Dry heaths	Habitat quality scheme 4030
HQ6230	en	Habitat quality scheme: Nardus grasslands	Habitat quality scheme 6230
HQ6410	en	Habitat quality scheme: Molinion grasslands	Habitat quality scheme 6410
HQ6510	en	Habitat quality scheme: Arrhenatherion and Alopecurion grasslands	Habitat quality scheme 6510
HQ7140	en	Habitat quality scheme: Transition mires and quaking bogs	Habitat quality scheme 7140
HQ9120	en	Habitat quality scheme: Beech-oak forests with Ilex	Habitat quality scheme 9120
HQ9130	en	Habitat quality scheme: Neutrophilic beech forest	Habitat quality scheme 9130
HQ9160	en	Habitat quality scheme: Oak-hornbeam forests	Habitat quality scheme 9160
HQ9190	en	Habitat quality scheme: Old oak forests	Habitat quality scheme 9190
HQ91E0	en	Habitat quality scheme: Alluvial forests	Habitat quality scheme 91E0
INUN	en	Inundationwater monitoring	NA
INUN_03.4	en	Inundationwater monitoring: environmental pressure 03.4_eutr_sw	INUN: 03.4_eutr_sw
INUN_061	en	Inundationwater monitoring: environmental pressure 061_flood_incr	INUN: 061_flood_incr
INUN_062	en	Inundationwater monitoring: environmental pressure 062_flood_decr	INUN: 062_flood_decr
INUN_063	en	Inundationwater monitoring: environmental pressure 063_swlevel_incr	INUN: 063_swlevel_incr
INUN_064	en	Inundationwater monitoring: environmental pressure 064_swlevel_decr	INUN: 064_swlevel_decr
INUN_065	en	Inundationwater monitoring: environmental pressure 065_wave_incr	INUN: 065_wave_incr
INUN_066	en	Inundationwater monitoring: environmental pressure 066_wave_decr	INUN: 066_wave_decr
INUN_07.2	en	Inundationwater monitoring: environmental pressure 07.2_desal_sw	INUN: 07.2_desal_sw
INUN_08.4	en	Inundationwater monitoring: environmental pressure 08.4_poll_sw	INUN: 08.4_poll_sw
INUN_103	en	Inundationwater monitoring: environmental pressure 103_clim_sea	INUN: 103_clim_sea
lentic	en	lentic waters	NA
lotic	en	lotic waters	NA
MHQ	en	Monitoring programme for biotic Habitat Quality	NA
MNE	en	Monitoring programme for the Natural Environment	NA
quarries	en	marl quarries	NA
secondary	en	Secondary scheme	NA
SOIL	en	Soil monitoring	NA
SOIL_012	en	Soil monitoring: environmental pressure 012_soildyn_incr	SOIL: 012_soildyn_incr
SOIL_013	en	Soil monitoring: environmental pressure 013_soildyn_decr	SOIL: 013_soildyn_decr
SOIL_03.2	en	Soil monitoring: environmental pressure 03.2_eutr_soil	SOIL: 03.2_eutr_soil
SOIL_08.2	en	Soil monitoring: environmental pressure 08.2_poll_soil	SOIL: 08.2_poll_soil
SURF	en	Surfacewater monitoring	NA
SURF_012	en	Surfacewater monitoring: environmental pressure 012_soildyn_incr	SURF: 012_soildyn_incr
SURF_03.2	en	Surfacewater monitoring: environmental pressure 03.2_eutr_soil	SURF: 03.2_eutr_soil
SURF_03.4_lentic	en	Surfacewater monitoring: environmental pressure 03.4_eutr_sw: partim lentic waters	SURF: 03.4_eutr_sw: lentic
SURF_03.4_lentic_group1	en	types from oligotrophic environments	oligotrophic
SURF_03.4_lentic_group2	en	types from mesotrophic environments	mesotrophic
SURF_03.4_lentic_group3	en	types from weakly eutrophic environments	weakly eutrophic
SURF_03.4_lentic_group4	en	types from moderately eutrophic to eutrophic environments	(moderately) eutrophic
SURF_03.4_lotic	en	Surfacewater monitoring: environmental pressure 03.4_eutr_sw: partim lotic waters	SURF: 03.4_eutr_sw: lotic
SURF_064	en	Surfacewater monitoring: environmental pressure 064_swlevel_decr	SURF: 064_swlevel_decr
SURF_066	en	Surfacewater monitoring: environmental pressure 066_wave_decr	SURF: 066_wave_decr
SURF_07.2	en	Surfacewater monitoring: environmental pressure 07.2_desal_sw	SURF: 07.2_desal_sw
SURF_08.2	en	Surfacewater monitoring: environmental pressure 08.2_poll_soil	SURF: 08.2_poll_soil
SURF_08.4	en	Surfacewater monitoring: environmental pressure 08.4_poll_sw	SURF: 08.4_poll_sw
terr	en	terrestrial	NA
aq	nl	aquatisch	NA
ATM	nl	Atmosferisch meetnet	NA
ATM_03.1	nl	Atmosferisch meetnet: milieudruk 03.1_eutr_atm	ATM: 03.1_eutr_atm
ATM_03.1_group1	nl	zeer gevoelige niet-bostypes	zeer gevoelig niet-bos
ATM_03.1_group2	nl	gevoelige niet-bostypes	gevoelig niet-bos
ATM_03.1_group3	nl	minder tot niet gevoelige niet-bostypes	minder/niet gevoelig niet-bos
ATM_03.1_group4	nl	zeer gevoelige bostypes	zeer gevoelig bos
ATM_03.1_group5	nl	gevoelige bostypes	gevoelig bos
ATM_03.1_group6	nl	minder tot niet gevoelige bostypes	minder/niet gevoelig bos
ATM_04.1	nl	Atmosferisch meetnet: milieudruk 04.1_verzu_atm	ATM: 04.1_verzu_atm
ATM_04.1_group1	nl	zeer gevoelige niet-bostypes	zeer gevoelig niet-bos
ATM_04.1_group2	nl	gevoelige niet-bostypes	gevoelig niet-bos
ATM_04.1_group3	nl	minder tot niet gevoelige niet-bostypes	minder/niet gevoelig niet-bos
ATM_04.1_group4	nl	zeer gevoelige bostypes	zeer gevoelig bos
ATM_04.1_group5	nl	gevoelige bostypes	gevoelig bos
ATM_04.1_group6	nl	minder tot niet gevoelige bostypes	minder/niet gevoelig bos
ATM_08.1	nl	Atmosferisch meetnet: milieudruk 08.1_verontr_atm	ATM: 08.1_verontr_atm
ATM_101	nl	Atmosferisch meetnet: milieudruk 101_klim_droog	ATM: 101_klim_droog
ATM_102	nl	Atmosferisch meetnet: milieudruk 102_klim_nat	ATM: 102_klim_nat
focal	nl	Hoofdmeetnet	NA
GW	nl	Grondwatermeetnet	NA
GW_03.3	nl	Grondwatermeetnet: milieudruk 03.3_eutr_gw	GW: 03.3_eutr_gw
GW_03.3_group1	nl	types van oligotroof milieu	oligotroof
GW_03.3_group2	nl	types van mesotroof milieu	mesotroof
GW_03.3_group3	nl	types van zwak eutroof milieu	zwak eutroof
GW_03.3_group4	nl	types van matig eutroof tot eutroof milieu	(matig) eutroof
GW_04.2	nl	Grondwatermeetnet: milieudruk 04.2_verzu_gw	GW: 04.2_verzu_gw
GW_05.1_aq	nl	Grondwatermeetnet: milieudruk 05.1_verdro_gw: partim aquatisch	GW: 05.1_verdro_gw: aq
GW_05.1_aq_group1	nl	types van bronbeken	bronbeken
GW_05.1_aq_group2	nl	types van stilstaand water met stabiel grondwaterregime	stabiele plassen
GW_05.1_aq_group3	nl	types van laaglandbeken	laaglandbeken
GW_05.1_aq_group4	nl	types van duinplassen (middelmatig grondwaterregime)	duinplassen
GW_05.1_aq_group5	nl	types van vennen met dynamisch grondwaterregime	dynamische vennen
GW_05.1_quarries	nl	Grondwatermeetnet: milieudruk 05.1_verdro_gw: partim mergelgroeven	GW: 05.1_verdro_gw: quarries
GW_05.1_terr	nl	Grondwatermeetnet: milieudruk 05.1_verdro_gw: partim terrestrisch	GW: 05.1_verdro_gw: terr
GW_05.1_terr_group1	nl	types van zeer nat milieu	zeer nat
GW_05.1_terr_group2	nl	types van nat milieu	nat
GW_05.1_terr_group3	nl	types van matig nat milieu	matig nat
GW_05.1_terr_group4	nl	types van vochtig milieu	vochtig
GW_05.1_terr_group5	nl	types van lokaal vochtig milieu	lokaal vochtig
GW_05.2	nl	Grondwatermeetnet: milieudruk 05.2_vernat_gw	GW: 05.2_vernat_gw
GW_07.1	nl	Grondwatermeetnet: milieudruk 07.1_verzoet_gw	GW: 07.1_verzoet_gw
GW_08.3	nl	Grondwatermeetnet: milieudruk 08.3_verontr_gw	GW: 08.3_verontr_gw
HQ1330	nl	Meetnet habitatkwaliteit: Atlantische schorren	Meetnet habitatkwaliteit 1330
HQ2120	nl	Meetnet habitatkwaliteit: wandelende duinen	Meetnet habitatkwaliteit 2120
HQ2130	nl	Meetnet habitatkwaliteit: vastgelegde duinen	Meetnet habitatkwaliteit 2130
HQ2160	nl	Meetnet habitatkwaliteit: duindoornstruwelen	Meetnet habitatkwaliteit 2160
HQ2170	nl	Meetnet habitatkwaliteit: kruipwilgstruwelen	Meetnet habitatkwaliteit 2170
HQ2180	nl	Meetnet habitatkwaliteit: duinbossen	Meetnet habitatkwaliteit 2180
HQ2190_aq	nl	Meetnet habitatkwaliteit: duinplassen	Meetnet habitatkwaliteit 2190_a
HQ2190_terr	nl	Meetnet habitatkwaliteit: vochtige duinvalleien (terrestrisch)	Meetnet habitatkwaliteit 2190 (terr)
HQ2310	nl	Meetnet habitatkwaliteit: droge heide op landduinen	Meetnet habitatkwaliteit 2310
HQ2330	nl	Meetnet habitatkwaliteit: open grasland op landduinen	Meetnet habitatkwaliteit 2330
HQ3110	nl	Meetnet habitatkwaliteit: zeer zwakgebufferde vennen	Meetnet habitatkwaliteit 3110
HQ3130	nl	Meetnet habitatkwaliteit: zwakgebufferde vennen	Meetnet habitatkwaliteit 3130
HQ3140	nl	Meetnet habitatkwaliteit: kranswierwateren	Meetnet habitatkwaliteit 3140
HQ3150	nl	Meetnet habitatkwaliteit: van nature eutrofe wateren	Meetnet habitatkwaliteit 3150
HQ3160	nl	Meetnet habitatkwaliteit: dystrofe vennen	Meetnet habitatkwaliteit 3160
HQ3260	nl	Meetnet habitatkwaliteit: beken en rivieren met bepaalde waterplanten	Meetnet habitatkwaliteit 3260
HQ4010	nl	Meetnet habitatkwaliteit: vochtige heide	Meetnet habitatkwaliteit 4010
HQ4030	nl	Meetnet habitatkwaliteit: droge heide	Meetnet habitatkwaliteit 4030
HQ6230	nl	Meetnet habitatkwaliteit: heischrale graslanden	Meetnet habitatkwaliteit 6230
HQ6410	nl	Meetnet habitatkwaliteit: blauwgraslanden	Meetnet habitatkwaliteit 6410
HQ6510	nl	Meetnet habitatkwaliteit: soortenrijke glanshavergraslanden	Meetnet habitatkwaliteit 6510
HQ7140	nl	Meetnet habitatkwaliteit: overgangs- en trilveen	Meetnet habitatkwaliteit 7140
HQ9120	nl	Meetnet habitatkwaliteit: eiken-beukenbossen op zure bodem	Meetnet habitatkwaliteit 9120
HQ9130	nl	Meetnet habitatkwaliteit: eiken-beukenbossen met wilde hyacint en parelgras-beukenbossen	Meetnet habitatkwaliteit 9130
HQ9160	nl	Meetnet habitatkwaliteit: eiken-haagbeukenbossen	Meetnet habitatkwaliteit 9160
HQ9190	nl	Meetnet habitatkwaliteit: oude eiken-berkenbossen	Meetnet habitatkwaliteit 9190
HQ91E0	nl	Meetnet habitatkwaliteit: vochtige alluviale bossen	Meetnet habitatkwaliteit 91E0
INUN	nl	Inundatiemeetnet	NA
INUN_03.4	nl	Inundatiemeetnet: milieudruk 03.4_eutr_ow	INUN: 03.4_eutr_ow
INUN_061	nl	Inundatiemeetnet: milieudruk 061_overstr_plus	INUN: 061_overstr_plus
INUN_062	nl	Inundatiemeetnet: milieudruk 062_overstr_min	INUN: 062_overstr_min
INUN_063	nl	Inundatiemeetnet: milieudruk 063_owpeil_plus	INUN: 063_owpeil_plus
INUN_064	nl	Inundatiemeetnet: milieudruk 064_owpeil_min	INUN: 064_owpeil_min
INUN_065	nl	Inundatiemeetnet: milieudruk 065_golf_plus	INUN: 065_golf_plus
INUN_066	nl	Inundatiemeetnet: milieudruk 066_golf_min	INUN: 066_golf_min
INUN_07.2	nl	Inundatiemeetnet: milieudruk 07.2_verzoet_ow	INUN: 07.2_verzoet_ow
INUN_08.4	nl	Inundatiemeetnet: milieudruk 08.4_verontr_ow	INUN: 08.4_verontr_ow
INUN_103	nl	Inundatiemeetnet: milieudruk 103_klim_zee	INUN: 103_klim_zee
lentic	nl	stilstaande wateren	NA
lotic	nl	stromende wateren	NA
MHQ	nl	Monitoringprogramma biotische habitatkwaliteit	NA
MNE	nl	Monitoringprogramma natuurlijk milieu	NA
quarries	nl	mergelgroeven	NA
secondary	nl	Secundair meetnet	NA
SOIL	nl	Bodemmeetnet	NA
SOIL_012	nl	Bodemmeetnet: milieudruk 012_boddyn_plus	SOIL: 012_boddyn_plus
SOIL_013	nl	Bodemmeetnet: milieudruk 013_boddyn_min	SOIL: 013_boddyn_min
SOIL_03.2	nl	Bodemmeetnet: milieudruk 03.2_eutr_bod	SOIL: 03.2_eutr_bod
SOIL_08.2	nl	Bodemmeetnet: milieudruk 08.2_verontr_bod	SOIL: 08.2_verontr_bod
SURF	nl	Oppervlaktewatermeetnet	NA
SURF_012	nl	Oppervlaktewatermeetnet: milieudruk 012_boddyn_plus	SURF: 012_boddyn_plus
SURF_03.2	nl	Oppervlaktewatermeetnet: milieudruk 03.2_eutr_bod	SURF: 03.2_eutr_bod
SURF_03.4_lentic	nl	Oppervlaktewatermeetnet: milieudruk 03.4_eutr_ow: partim stilstaande wateren	SURF: 03.4_eutr_ow: lentic
SURF_03.4_lentic_group1	nl	types van oligotroof milieu	oligotroof
SURF_03.4_lentic_group2	nl	types van mesotroof milieu	mesotroof
SURF_03.4_lentic_group3	nl	types van zwak eutroof milieu	zwak eutroof
SURF_03.4_lentic_group4	nl	types van matig eutroof tot eutroof milieu	(matig) eutroof
SURF_03.4_lotic	nl	Oppervlaktewatermeetnet: milieudruk 03.4_eutr_ow: partim stromende wateren	SURF: 03.4_eutr_ow: lotic
SURF_064	nl	Oppervlaktewatermeetnet: milieudruk 064_owpeil_min	SURF: 064_owpeil_min
SURF_066	nl	Oppervlaktewatermeetnet: milieudruk 066_golf_min	SURF: 066_golf_min
SURF_07.2	nl	Oppervlaktewatermeetnet: milieudruk 07.2_verzoet_ow	SURF: 07.2_verzoet_ow
SURF_08.2	nl	Oppervlaktewatermeetnet: milieudruk 08.2_verontr_bod	SURF: 08.2_verontr_bod
SURF_08.4	nl	Oppervlaktewatermeetnet: milieudruk 08.4_verontr_ow	SURF: 08.4_verontr_ow
terr	nl	terrestrisch	NA
